symbol,name,marketCap,sector,industry,country
NXT,Nextpower Inc. Common Stock,12412992031.0,Technology,Semiconductors,United States
NYT,New York Times Company (The) Common Stock,9933522129.0,Consumer Discretionary,Newspapers/Magazines,United States
O,Realty Income Corporation Common Stock,52619184815.0,Real Estate,Real Estate Investment Trusts,United States
OBDC,Blue Owl Capital Corporation Common Stock,5399911131.0,Finance,Diversified Financial Services,United States
OC,Owens Corning Inc Common Stock New,9713502167.0,Industrials,Industrial Machinery/Components,United States
OCTV,Octave Intelligence plc Class B Ordinary Shares,5320436958.0,Technology,Computer Software: Prepackaged Software,United States
OCUL,Ocular Therapeutix Inc. Common Stock,2196158680.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
ODFL,Old Dominion Freight Line Inc. Common Stock,36851418862.0,Industrials,Trucking Freight/Courier Services,United States
OFG,OFG Bancorp Common Stock,2179208871.0,Finance,Major Banks,Puerto Rico
OGC,OceanaGold Corporation Common Shares,6266893743.0,,,
OGE,OGE Energy Corp Common Stock,9236249342.0,Utilities,Electric Utilities: Central,United States
OGN,Organon & Co. Common Stock ,3605627515.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
OGS,ONE Gas Inc. Common Stock,4543879758.0,Utilities,Oil/Gas Transmission,United States
OHI,Omega Healthcare Investors Inc. Common Stock,13990110210.0,Real Estate,Real Estate Investment Trusts,United States
OII,Oceaneering International Inc. Common Stock,4602250785.0,Energy,Oilfield Services/Equipment,United States
OKE,ONEOK Inc. Common Stock,57073669650.0,Utilities,Oil & Gas Production,United States
OKLO,Oklo Inc. Class A common stock,7221205173.0,Utilities,Electric Utilities: Central,United States
OKTA,Okta Inc. Class A Common Stock,35901225774.0,Technology,Computer Software: Prepackaged Software,United States
OLED,Universal Display Corporation Common Stock,3526115913.0,Technology,Electrical Products,United States
OLLI,Ollie's Bargain Outlet Holdings Inc. Common Stock,4907232512.0,Consumer Discretionary,Department/Specialty Retail Stores,United States
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ADS,4889870331.0,Consumer Discretionary,Aerospace,Mexico
OMC,Omnicom Group Inc. Common Stock,20710377049.0,Consumer Discretionary,Advertising,United States
OMF,OneMain Holdings Inc. Common Stock,6586124100.0,Finance,Finance: Consumer Services,United States
ON,ON Semiconductor Corporation Common Stock,28848509223.0,Technology,Semiconductors,United States
ONB,Old National Bancorp Common Stock,9464781800.0,Finance,Major Banks,United States
ONDS,Ondas Inc. Common Stock,4229848961.0,Technology,Radio And Television Broadcasting And Communications Equipment,United States
ONON,On Holding AG Class A Ordinary Shares,18199481071.0,Consumer Discretionary,Shoe Manufacturing,
ONTO,Onto Innovation Inc. Common Stock,13854150671.0,Industrials,Industrial Machinery/Components,United States
OPCH,Option Care Health Inc. Common Stock,3495987572.0,Health Care,Medical/Nursing Services,United States
OPEN,Opendoor Technologies Inc Common Stock,2505414909.0,Finance,Real Estate,United States
OPLN,OPENLANE Inc. Common Stock,4173568684.0,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,United States
OR,OR Royalties Inc. Common Shares,6762975814.0,Basic Materials,Precious Metals,Canada
ORA,Ormat Technologies Inc. Common Stock,5893251856.0,Utilities,Electric Utilities: Central,United States
ORCL,Oracle Corporation Common Stock,437111276160.0,Technology,Computer Software: Prepackaged Software,United States
ORI,Old Republic International Corporation Common Stock,9237223596.0,Finance,Property-Casualty Insurers,United States
ORKA,Oruka Therapeutics Inc. Common Stock,5953907183.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,United States
ORLY,O'Reilly Automotive Inc. Common Stock,69489732033.0,Consumer Discretionary,Auto & Home Supply Stores,United States
OSCR,Oscar Health Inc. Class A Common Stock,9422931850.0,Health Care,Medical Specialities,United States
OSIS,OSI Systems Inc. Common Stock (DE),3236219504.0,Technology,Semiconductors,United States
OSK,Oshkosh Corporation (Holding Company)Common Stock,8365118592.0,Industrials,Auto Manufacturing,United States
OSW,OneSpaWorld Holdings Limited Common Shares,2259361329.0,Consumer Discretionary,Hotels/Resorts,Bahamas
OTEX,Open Text Corporation Common Shares,5783912093.0,Technology,EDP Services,Canada
OTF,Blue Owl Technology Finance Corp. Common Stock,4760546192.0,,,United States
OTIS,Otis Worldwide Corporation Common Stock ,26007329240.0,Technology,Consumer Electronics/Appliances,United States
OTTR,Otter Tail Corporation Common Stock,3743014457.0,Utilities,Electric Utilities: Central,United States
OUST,Ouster Inc. Common Stock,2839783674.0,Industrials,Industrial Machinery/Components,United States
OUT,OUTFRONT Media Inc. Common Stock,4968775431.0,Real Estate,Real Estate Investment Trusts,United States
OVV,Ovintiv Inc. (DE),16885671000.0,Energy,Oil & Gas Production,Canada
OWL,Blue Owl Capital Inc. Class A Common Stock,14967285341.0,Finance,Investment Managers,United States
OXY,Occidental Petroleum Corporation Common Stock,57339199601.0,Energy,Oil & Gas Production,United States
OZK,Bank OZK Common Stock,5214444324.0,Finance,Major Banks,United States
P,Everpure Inc. Class A common stock,36538368072.0,Technology,Electronic Components,United States
PAAS,Pan American Silver Corp. Common Stock,19947271980.0,Basic Materials,Precious Metals,Canada
PAC,Grupo Aeroportuario Del Pacifico S.A. B. de C.V. Grupo Aeroportuario Del Pacifico S.A. de C.V. (each representing 10 Series B shares),12341272486.0,Consumer Discretionary,Aerospace,Mexico
PACS,PACS Group Inc. Common Stock,6499676873.0,Health Care,Hospital/Nursing Management,United States
PAG,Penske Automotive Group Inc. Common Stock,13766877953.0,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,United States
PAGS,PagSeguro Digital Ltd. Class A Common Shares,2642260375.0,Technology,EDP Services,Cayman Islands
PAM,Pampa Energia S.A.,4381263669.0,Utilities,Electric Utilities: Central,Argentina
PANW,Palo Alto Networks Inc. Common Stock,321719400000.0,Technology,Computer peripheral equipment,United States
PARR,Par Pacific Holdings Inc.  Common Stock,3856168290.0,Energy,Oil & Gas Production,United States
PATH,UiPath Inc. Class A Common Stock,6795866533.0,Technology,Computer Software: Prepackaged Software,United States
PATK,Patrick Industries Inc. Common Stock,2221941504.0,Consumer Discretionary,Auto Parts:O.E.M.,United States
PAY,Paymentus Holdings Inc. Class A Common Stock,3771892428.0,Consumer Discretionary,Business Services,United States
PAYC,Paycom Software Inc. Common Stock,9991476500.0,Technology,Computer Software: Prepackaged Software,United States
PAYO,Payoneer Global Inc. Common Stock,2419394969.0,Consumer Discretionary,Business Services,United States
PAYP,PayPay Corporation American Depository Shares,11118690277.0,Consumer Discretionary,Business Services,Japan
PAYX,Paychex Inc. Common Stock,37196399624.0,Industrials,Diversified Commercial Services,United States
PB,Prosperity Bancshares Inc. Common Stock,8084291385.0,Finance,Major Banks,United States
PBA,Pembina Pipeline Corp. Ordinary Shares (Canada),26652665650.0,Energy,Oil & Gas Production,Canada
PBF,PBF Energy Inc. Class A Common Stock,8353290974.0,Energy,Integrated oil Companies,United States
PBH,Prestige Consumer Healthcare Inc. Common Stock,2175438050.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
PBI,Pitney Bowes Inc. Common Stock,2230457749.0,Miscellaneous,Office Equipment/Supplies/Services,United States
PBLS,Parabilis Medicines Inc. Common Stock,4062222119.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
PBR,Petroleo Brasileiro S.A. Petrobras ADS,136233905294.0,Energy,Oil & Gas Production,Brazil
PCAR,PACCAR Inc. Common Stock,59000247582.0,Industrials,Auto Manufacturing,United States
PCG,Pacific Gas & Electric Co. Common Stock,33260171255.0,Utilities,Power Generation,United States
PCOR,Procore Technologies Inc. Common Stock,7758839558.0,Technology,Computer Software: Prepackaged Software,United States
PCTY,Paylocity Holding Corporation Common Stock,7617918748.0,Technology,Computer Software: Prepackaged Software,United States
PCVX,Vaxcyte Inc. Common Stock,8406754181.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States
PDFS,PDF Solutions Inc. Common Stock,2045064071.0,Technology,Computer Software: Prepackaged Software,United States
PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest,2055994286.0,Real Estate,Real Estate Investment Trusts,United States
PECO,Phillips Edison & Company Inc. Common Stock,4725864000.0,Real Estate,Real Estate Investment Trusts,United States
PEG,Public Service Enterprise Group Incorporated Common Stock,33548652219.0,Utilities,Power Generation,United States
PEGA,Pegasystems Inc. Common Stock,5783765965.0,Technology,EDP Services,United States
PEN,Penumbra Inc. Common Stock,12582556964.0,Health Care,Medical/Dental Instruments,United States
PENG,Penguin Solutions Inc. Common Stock,2760956622.0,Technology,Semiconductors,United States
PENN,PENN Entertainment Inc. Common Stock,2086076156.0,Consumer Discretionary,Hotels/Resorts,United States
PEP,PepsiCo Inc. Common Stock,177681583020.0,Consumer Staples,Beverages (Production/Distribution),United States
PFE,Pfizer Inc. Common Stock,160616801738.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
PFG,Principal Financial Group Inc Common Stock,24390800703.0,Finance,Accident &Health Insurance,United States
PFGC,Performance Food Group Company Common Stock,14302423975.0,Consumer Discretionary,Food Distributors,United States
PFS,Provident Financial Services Inc Common Stock,2924075096.0,Finance,Savings Institutions,United States
PFSI,PennyMac Financial Services Inc. Common Stock,3408542639.0,Finance,Finance: Consumer Services,United States
PG,Procter & Gamble Company (The) Common Stock,342598188713.0,Consumer Discretionary,Package Goods/Cosmetics,United States
PGEN,Precigen Inc. Common Stock,2663782238.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
PGR,Progressive Corporation (The) Common Stock,118094047640.0,Finance,Property-Casualty Insurers,United States
PH,Parker-Hannifin Corporation Common Stock,122481638572.0,Industrials,Metal Fabrications,United States
PHG,Koninklijke Philips N.V. NY Registry Shares,24031533042.0,Health Care,Medical Electronics,Netherlands
PHI,PLDT Inc. Sponsored ADR,3772333832.0,Telecommunications,Telecommunications Equipment,Philippines
PHIN,PHINIA Inc. Common Stock,2212574134.0,Consumer Discretionary,Auto Parts:O.E.M.,United States
PHM,PulteGroup Inc. Common Stock,22252491023.0,Consumer Discretionary,Homebuilding,United States
PHVS,Pharvaris N.V. Ordinary Shares,2303869601.0,Health Care,Biotechnology: Pharmaceutical Preparations,Netherlands
PI,Impinj Inc. Common Stock,5414241984.0,Technology,Industrial Machinery/Components,United States
PII,Polaris Inc. Common Stock,3012472561.0,Consumer Discretionary,Industrial Specialties,United States
PINS,Pinterest Inc. Class A Common Stock,10448475348.0,Technology,Computer Software: Programming Data Processing,United States
PIPR,Piper Sandler Companies Common Stock,5117942474.0,Finance,Investment Bankers/Brokers/Service,United States
PJT,PJT Partners Inc. Class A Common Stock,6124263572.0,Finance,Investment Managers,United States
PK,Park Hotels & Resorts Inc. Common Stock ,3034168633.0,Consumer Discretionary,Hotels/Resorts,United States
PKG,Packaging Corporation of America Common Stock,21470908093.0,Consumer Discretionary,Containers/Packaging,United States
PL,Planet Labs PBC Class A Common Stock,5959830060.0,Technology,Radio And Television Broadcasting And Communications Equipment,United States
PLBL,Polibeli Group Ltd Class A Ordinary Shares,2194660945.0,Consumer Discretionary,Consumer Electronics/Appliances,Indonesia
PLD,Prologis Inc. Common Stock,127004260960.0,Real Estate,Real Estate Investment Trusts,United States
PLGO,Pelagos Insurance Capital Limited Common Shares,2067740267.0,Finance,Property-Casualty Insurers,Bermuda
PLMR,Palomar Holdings Inc. Common stock,3347872454.0,Finance,Property-Casualty Insurers,United States
PLNT,Planet Fitness Inc. Common Stock,3083895565.0,Consumer Discretionary,Hotels/Resorts,United States
PLPC,Preformed Line Products Company Common Stock,2088844163.0,Industrials,Water Sewer Pipeline Comm & Power Line Construction,United States
PLSE,Pulse Biosciences Inc Common Stock (DE),3707349112.0,Health Care,Medical/Dental Instruments,United States
PLTR,Palantir Technologies Inc. Class A Common Stock,460689836929.0,Technology,Computer Software: Prepackaged Software,United States
PLUG,Plug Power Inc. Common Stock,2850278367.0,Energy,Industrial Machinery/Components,United States
PLUS,ePlus inc. Common Stock,2401101169.0,Technology,Retail: Computer Software & Peripheral Equipment,United States
PLXS,Plexus Corp. Common Stock,7033488926.0,Technology,Electrical Products,United States
PM,Philip Morris International Inc Common Stock,297445788699.0,Health Care, Medicinal Chemicals and Botanical Products ,United States
PNC,PNC Financial Services Group Inc. (The) Common Stock,89375349718.0,Finance,Major Banks,United States
PNFP,Pinnacle Financial Partners Inc. Common stock,14113920576.0,Finance,Major Banks,United States
PNR,Pentair plc. Ordinary Share,8819996738.0,Industrials,Industrial Machinery/Components,Switzerland
PNW,Pinnacle West Capital Corporation Common Stock,11156205390.0,Utilities,Electric Utilities: Central,United States
PODD,Insulet Corporation Common Stock,9466154622.0,Health Care,Medical/Dental Instruments,United States
POOL,Pool Corporation Common Stock,6054731858.0,Consumer Discretionary,Industrial Specialties,United States
POR,Portland General Electric Co Common Stock,5518155161.0,Utilities,Electric Utilities: Central,United States
POST,Post Holdings Inc. Common Stock,3332365387.0,Consumer Staples,Packaged Foods,United States
POWI,Power Integrations Inc. Common Stock,2852331863.0,Technology,Semiconductors,United States
POWL,Powell Industries Inc. Common Stock,7017640478.0,Energy,Electrical Products,United States
PPC,Pilgrim's Pride Corporation Common Stock,6578938518.0,Consumer Staples,Meat/Poultry/Fish,United States
PPG,PPG Industries Inc. Common Stock,23830560000.0,Consumer Discretionary,Paints/Coatings,United States
PPL,PPL Corporation Common Stock,24269571122.0,Utilities,Electric Utilities: Central,United States
PPLI,People Incorporated Common Stock,2678467382.0,Technology,Computer Software: Programming Data Processing,United States
